customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_score_numeric,cluster,segment
CUST03951,4,40,22091.5,5,5,5,555,15,6,Champions
CUST03952,28,31,14948.58,3,5,4,354,12,6,Champions
CUST03953,146,8,5027.34,1,3,3,133,7,2,Hibernating
CUST03954,4,31,26736.420000000002,5,5,5,555,15,6,Champions
CUST03955,20,26,32880.85,4,5,5,455,14,3,Champions
CUST03956,39,8,2658.04,2,3,2,232,7,0,New Customers
CUST03957,15,22,7514.32,4,5,4,454,13,4,Potential Loyalists
CUST03958,23,1,608.94,3,1,1,311,5,0,New Customers
CUST03959,17,32,37020.54,4,5,5,455,14,3,Champions
CUST03960,39,8,5183.51,2,3,3,233,8,0,New Customers
CUST03961,23,32,27937.31,3,5,5,355,13,6,Champions
CUST03962,22,17,13671.76,3,4,4,344,11,4,Potential Loyalists
CUST03963,5,26,23261.78,5,5,5,555,15,6,Champions
CUST03964,208,3,129.34,1,1,1,111,3,2,Hibernating
CUST03965,29,2,214.14,3,1,1,311,5,0,New Customers
CUST03966,46,9,1064.56,2,3,2,232,7,0,New Customers
CUST03967,8,35,22704.12,5,5,5,555,15,6,Champions
CUST03968,18,4,1979.66,4,2,2,422,8,0,New Customers
CUST03969,14,1,190.11,4,1,1,411,6,0,New Customers
CUST03970,40,12,3462.98,2,3,3,233,8,4,Potential Loyalists
CUST03971,15,19,9690.64,4,4,4,444,12,4,Potential Loyalists
CUST03972,20,9,2787.39,4,3,3,433,10,0,New Customers
CUST03973,482,8,986.77,1,3,2,132,6,7,Hibernating
CUST03974,148,6,889.77,1,2,1,121,4,5,Hibernating
CUST03975,14,18,12098.84,4,4,4,444,12,4,Potential Loyalists
CUST03976,89,5,790.4699999999999,1,2,1,121,4,5,Hibernating
CUST03977,5,3,403.12,5,1,1,511,7,0,New Customers
CUST03978,85,8,7479.77,1,3,4,134,8,5,Hibernating
CUST03979,83,6,1937.09,2,2,2,222,6,5,Hibernating
CUST03980,15,16,12377.539999999999,4,4,4,444,12,4,Potential Loyalists
CUST03981,4,3,256.65999999999997,5,1,1,511,7,0,New Customers
CUST03982,33,9,7452.4800000000005,3,3,4,334,10,4,Potential Loyalists
CUST03983,7,4,3136.19,5,2,3,523,10,0,New Customers
CUST03984,10,9,16845.91,5,3,5,535,13,4,Potential Loyalists
CUST03985,51,4,415.81,2,2,1,221,5,0,New Customers
CUST03986,22,2,228.39000000000001,3,1,1,311,5,0,New Customers
CUST03987,3,38,29379.6,5,5,5,555,15,6,Champions
CUST03988,4,15,13297.76,5,4,4,544,13,4,Potential Loyalists
CUST03989,17,35,15903.69,4,5,4,454,13,6,Champions
CUST03990,14,35,25174.71,4,5,5,455,14,6,Champions
CUST03991,122,5,1157.85,1,2,2,122,5,5,Hibernating
CUST03992,28,8,3493.95,3,3,3,333,9,0,New Customers
CUST03993,20,10,7172.14,4,3,4,434,11,4,Potential Loyalists
CUST03994,23,24,22482.95,3,5,5,355,13,1,Loyal Customers
CUST03995,4,36,17359.03,5,5,5,555,15,6,Champions
CUST03996,5,10,4133.21,5,3,3,533,11,0,New Customers
CUST03997,17,1,542.62,4,1,1,411,6,0,New Customers
CUST03998,17,20,17361.25,4,4,5,445,13,1,Loyal Customers
CUST03999,45,3,506.16,2,1,1,211,4,0,New Customers
CUST04000,3,5,1199.92,5,2,2,522,9,0,New Customers
CUST04001,25,35,51331.85,3,5,5,355,13,3,Champions
CUST04002,53,4,706.75,2,2,1,221,5,0,New Customers
CUST04003,15,27,18735.58,4,5,5,455,14,1,Loyal Customers
CUST04004,3,3,349.4,5,1,1,511,7,0,New Customers
CUST04005,150,7,2234.79,1,2,2,122,5,5,Hibernating
CUST04006,250,10,4600.139999999999,1,3,3,133,7,2,Hibernating
CUST04007,45,4,1161.93,2,2,2,222,6,0,New Customers
CUST04008,13,1,10.56,4,1,1,411,6,0,New Customers
CUST04009,39,4,1024.4299999999998,2,2,2,222,6,0,New Customers
CUST04010,15,18,6936.32,4,4,3,443,11,4,Potential Loyalists
CUST04011,8,18,17676.07,5,4,5,545,14,1,Loyal Customers
CUST04012,39,9,5948.29,2,3,3,233,8,0,New Customers
CUST04013,20,33,14265.93,4,5,4,454,13,6,Champions
CUST04014,138,7,2902.25,1,2,3,123,6,5,Hibernating
CUST04015,108,5,1069.44,1,2,2,122,5,5,Hibernating
CUST04016,15,17,8671.210000000001,4,4,4,444,12,4,Potential Loyalists
CUST04017,11,3,1800.21,5,1,2,512,8,0,New Customers
CUST04018,49,5,5098.79,2,2,3,223,7,0,New Customers
CUST04019,74,3,324.69,2,1,1,211,4,5,Hibernating
CUST04020,76,2,824.06,2,1,1,211,4,5,Hibernating
CUST04021,15,29,26086.88,4,5,5,455,14,6,Champions
CUST04022,15,27,16206.17,4,5,4,454,13,1,Loyal Customers
CUST04023,59,6,2957.16,2,2,3,223,7,0,New Customers
CUST04024,6,20,14783.81,5,4,4,544,13,1,Loyal Customers
CUST04025,117,3,1232.4,1,1,2,112,4,5,Hibernating
CUST04026,15,18,13352.75,4,4,4,444,12,1,Loyal Customers
CUST04027,175,11,2877.21,1,3,3,133,7,2,Hibernating
CUST04028,7,13,10054.3,5,3,4,534,12,4,Potential Loyalists
CUST04029,2,39,21949.99,5,5,5,555,15,6,Champions
CUST04030,52,5,1188.67,2,2,2,222,6,0,New Customers
CUST04031,145,3,1331.61,1,1,2,112,4,5,Hibernating
CUST04032,19,3,509.85,4,1,1,411,6,0,New Customers
CUST04033,4,34,53059.24,5,5,5,555,15,3,Champions
CUST04034,26,38,45254.73,3,5,5,355,13,3,Champions
CUST04035,17,1,2405.04,4,1,2,412,7,0,New Customers
CUST04036,5,4,960.4499999999999,5,2,2,522,9,0,New Customers
CUST04037,12,16,9280.83,4,4,4,444,12,4,Potential Loyalists
CUST04038,37,10,7943.52,2,3,4,234,9,4,Potential Loyalists
CUST04039,10,30,22432.4,5,5,5,555,15,6,Champions
CUST04040,6,1,300.84,5,1,1,511,7,0,New Customers
CUST04041,40,18,6722.69,2,4,3,243,9,4,Potential Loyalists
CUST04042,70,7,3312.4500000000003,2,2,3,223,7,5,Hibernating
CUST04043,8,15,8836.009999999998,5,4,4,544,13,4,Potential Loyalists
CUST04044,1,20,12678.869999999999,5,4,4,544,13,1,Loyal Customers
CUST04045,15,14,6485.58,4,4,3,443,11,4,Potential Loyalists
CUST04046,4,2,197.29000000000002,5,1,1,511,7,0,New Customers
CUST04047,43,4,2332.93,2,2,2,222,6,0,New Customers
CUST04048,25,17,6534.1,3,4,3,343,10,4,Potential Loyalists
CUST04049,6,4,848.88,5,2,1,521,8,0,New Customers
CUST04050,56,7,2091.02,2,2,2,222,6,0,New Customers
CUST04051,43,14,9559.12,2,4,4,244,10,4,Potential Loyalists
CUST04052,56,9,1719.56,2,3,2,232,7,0,New Customers
CUST04053,27,8,12873.68,3,3,4,334,10,4,Potential Loyalists
CUST04054,35,8,5290.04,2,3,3,233,8,0,New Customers
CUST04055,7,12,10131.36,5,3,4,534,12,4,Potential Loyalists
CUST04056,24,4,2886.95,3,2,3,323,8,0,New Customers
CUST04057,40,5,1186.93,2,2,2,222,6,0,New Customers
CUST04058,102,4,582.6700000000001,1,2,1,121,4,5,Hibernating
CUST04059,9,3,534.8199999999999,5,1,1,511,7,0,New Customers
CUST04060,69,3,3068.4199999999996,2,1,3,213,6,5,Hibernating
CUST04061,28,6,2969.25,3,2,3,323,8,0,New Customers
CUST04062,87,3,382.55,1,1,1,111,3,5,Hibernating
CUST04063,12,31,46812.53,4,5,5,455,14,3,Champions
CUST04064,10,15,9620.23,5,4,4,544,13,4,Potential Loyalists
CUST04065,42,13,11907.26,2,3,4,234,9,4,Potential Loyalists
CUST04066,32,9,1684.97,3,3,2,332,8,0,New Customers
CUST04067,18,4,712.5,4,2,1,421,7,0,New Customers
CUST04068,19,4,1028.44,4,2,2,422,8,0,New Customers
CUST04069,84,3,3186.54,1,1,3,113,5,5,Hibernating
CUST04070,6,22,16960.62,5,5,5,555,15,1,Loyal Customers
CUST04071,365,2,249.95999999999998,1,1,1,111,3,7,Hibernating
CUST04072,11,32,22040.11,5,5,5,555,15,6,Champions
CUST04073,13,36,26930.02,4,5,5,455,14,6,Champions
CUST04074,16,40,15827.720000000001,4,5,4,454,13,6,Champions
CUST04075,116,21,15234.55,1,4,4,144,9,1,Loyal Customers
CUST04076,17,14,6789.67,4,4,3,443,11,4,Potential Loyalists
CUST04077,4,25,42548.049999999996,5,5,5,555,15,3,Champions
CUST04078,5,31,16099.52,5,5,4,554,14,6,Champions
CUST04079,21,20,21242.47,4,4,5,445,13,1,Loyal Customers
CUST04080,10,30,16717.21,5,5,5,555,15,6,Champions
CUST04081,33,19,9225.529999999999,3,4,4,344,11,4,Potential Loyalists
CUST04082,361,7,2100.6,1,2,2,122,5,7,Hibernating
CUST04083,5,2,221.29,5,1,1,511,7,0,New Customers
CUST04084,9,6,1594.13,5,2,2,522,9,0,New Customers
CUST04085,64,5,1683.29,2,2,2,222,6,5,Hibernating
CUST04086,21,2,231.89,4,1,1,411,6,0,New Customers
CUST04087,105,18,9723.53,1,4,4,144,9,4,Potential Loyalists
CUST04088,119,8,5416.969999999999,1,3,3,133,7,5,Hibernating
CUST04089,13,3,1396.74,4,1,2,412,7,0,New Customers
CUST04090,23,13,4462.12,3,3,3,333,9,4,Potential Loyalists
CUST04091,4,19,33870.26,5,4,5,545,14,3,Champions
CUST04092,9,2,491.42,5,1,1,511,7,0,New Customers
CUST04093,103,4,1624.52,1,2,2,122,5,5,Hibernating
CUST04094,26,18,11690.46,3,4,4,344,11,4,Potential Loyalists
CUST04095,18,24,16958.63,4,5,5,455,14,1,Loyal Customers
CUST04096,24,1,31.99,3,1,1,311,5,0,New Customers
CUST04097,34,8,4171.53,2,3,3,233,8,0,New Customers
CUST04098,1,16,4837.57,5,4,3,543,12,4,Potential Loyalists
CUST04099,2,21,27672.76,5,4,5,545,14,1,Loyal Customers
CUST04100,8,37,23869.07,5,5,5,555,15,6,Champions
CUST04101,28,16,11784.689999999999,3,4,4,344,11,4,Potential Loyalists
CUST04102,29,22,15866.03,3,5,4,354,12,1,Loyal Customers
CUST04103,15,25,29125.239999999998,4,5,5,455,14,6,Champions
CUST04104,599,7,2633.9199999999996,1,2,2,122,5,7,Hibernating
CUST04105,59,4,2554.3100000000004,2,2,2,222,6,0,New Customers
CUST04106,34,16,4738.96,2,4,3,243,9,4,Potential Loyalists
CUST04107,11,20,11035.72,5,4,4,544,13,4,Potential Loyalists
CUST04108,21,3,641.12,4,1,1,411,6,0,New Customers
CUST04109,34,5,4150.56,2,2,3,223,7,0,New Customers
CUST04110,8,3,265.75,5,1,1,511,7,0,New Customers
CUST04111,1,30,25830.48,5,5,5,555,15,6,Champions
CUST04112,27,40,20456.92,3,5,5,355,13,6,Champions
CUST04113,45,19,7976.87,2,4,4,244,10,4,Potential Loyalists
CUST04114,138,6,634.1899999999999,1,2,1,121,4,5,Hibernating
CUST04115,215,8,1330.94,1,3,2,132,6,2,Hibernating
CUST04116,25,14,12029.67,3,4,4,344,11,4,Potential Loyalists
CUST04117,251,1,2846.72,1,1,3,113,5,2,Hibernating
CUST04118,28,12,7632.969999999999,3,3,4,334,10,4,Potential Loyalists
CUST04119,8,1,772.62,5,1,1,511,7,0,New Customers
CUST04120,24,38,38678.29,3,5,5,355,13,3,Champions
CUST04121,94,21,14728.73,1,4,4,144,9,1,Loyal Customers
CUST04122,4,1,612.65,5,1,1,511,7,0,New Customers
CUST04123,8,20,16025.82,5,4,4,544,13,1,Loyal Customers
CUST04124,24,16,9822.62,3,4,4,344,11,4,Potential Loyalists
CUST04125,18,30,20082.63,4,5,5,455,14,6,Champions
CUST04126,26,18,7494.33,3,4,4,344,11,4,Potential Loyalists
CUST04127,13,10,5415.96,4,3,3,433,10,4,Potential Loyalists
CUST04128,136,26,42217.14,1,5,5,155,11,3,Champions
CUST04129,108,4,996.47,1,2,2,122,5,5,Hibernating
CUST04130,233,4,2931.67,1,2,3,123,6,2,Hibernating
CUST04131,250,6,3720.59,1,2,3,123,6,2,Hibernating
CUST04132,65,6,1378.3,2,2,2,222,6,5,Hibernating
CUST04133,27,1,23.11,3,1,1,311,5,0,New Customers
CUST04134,40,3,392.6,2,1,1,211,4,0,New Customers
CUST04135,387,1,149.92,1,1,1,111,3,7,Hibernating
CUST04136,40,5,909.1,2,2,2,222,6,0,New Customers
CUST04137,30,4,597.22,3,2,1,321,6,0,New Customers
CUST04138,90,2,614.34,1,1,1,111,3,5,Hibernating
CUST04139,297,4,1496.34,1,2,2,122,5,7,Hibernating
CUST04140,43,10,10348.69,2,3,4,234,9,4,Potential Loyalists
CUST04141,28,8,7448.64,3,3,4,334,10,0,New Customers
CUST04142,14,2,428.09999999999997,4,1,1,411,6,0,New Customers
CUST04143,9,20,40984.86,5,4,5,545,14,3,Champions
CUST04144,1,20,7668.66,5,4,4,544,13,4,Potential Loyalists
CUST04145,7,27,17941.86,5,5,5,555,15,1,Loyal Customers
CUST04146,14,3,343.86,4,1,1,411,6,0,New Customers
CUST04147,598,2,326.03999999999996,1,1,1,111,3,7,Hibernating
CUST04148,80,5,3626.24,2,2,3,223,7,5,Hibernating
CUST04149,30,23,20142.600000000002,3,5,5,355,13,1,Loyal Customers
CUST04150,29,14,7779.72,3,4,4,344,11,4,Potential Loyalists
CUST04151,323,2,1664.62,1,1,2,112,4,7,Hibernating
CUST04152,41,7,1113.15,2,2,2,222,6,0,New Customers
CUST04153,27,36,24659.79,3,5,5,355,13,6,Champions
CUST04154,129,4,498.24,1,2,1,121,4,5,Hibernating
CUST04155,22,18,13610.640000000001,3,4,4,344,11,1,Loyal Customers
CUST04156,18,20,10855.51,4,4,4,444,12,4,Potential Loyalists
CUST04157,51,3,425.23,2,1,1,211,4,0,New Customers
CUST04158,122,4,4532.51,1,2,3,123,6,5,Hibernating
CUST04159,11,23,22873.71,5,5,5,555,15,1,Loyal Customers
CUST04160,169,17,7178.29,1,4,4,144,9,2,Hibernating
CUST04161,14,7,3156.6800000000003,4,2,3,423,9,0,New Customers
CUST04162,36,15,5779.69,2,4,3,243,9,4,Potential Loyalists
CUST04163,150,14,2695.27,1,4,2,142,7,2,Hibernating
CUST04164,17,16,6831.63,4,4,3,443,11,4,Potential Loyalists
CUST04165,154,12,15639.109999999999,1,3,4,134,8,2,Hibernating
CUST04166,76,5,656.28,2,2,1,221,5,5,Hibernating
CUST04167,249,9,2112.14,1,3,2,132,6,2,Hibernating
CUST04168,36,4,521.6,2,2,1,221,5,0,New Customers
CUST04169,8,19,17225.940000000002,5,4,5,545,14,1,Loyal Customers
CUST04170,52,3,2251.04,2,1,2,212,5,0,New Customers
CUST04171,167,11,3066.93,1,3,3,133,7,2,Hibernating
CUST04172,29,37,43940.99,3,5,5,355,13,3,Champions
CUST04173,16,36,37308.280000000006,4,5,5,455,14,3,Champions
CUST04174,22,20,15465.67,3,4,4,344,11,1,Loyal Customers
CUST04175,5,1,59.54,5,1,1,511,7,0,New Customers
CUST04176,21,35,32276.84,4,5,5,455,14,3,Champions
CUST04177,18,23,16562.39,4,5,5,455,14,1,Loyal Customers
CUST04178,97,11,6067.52,1,3,3,133,7,5,Hibernating
CUST04179,59,3,327.76,2,1,1,211,4,0,New Customers
CUST04180,2,3,1046.67,5,1,2,512,8,0,New Customers
CUST04181,2,3,297.40999999999997,5,1,1,511,7,0,New Customers
CUST04182,39,4,1329.87,2,2,2,222,6,0,New Customers
CUST04183,56,10,12545.61,2,3,4,234,9,4,Potential Loyalists
CUST04184,15,36,17323.74,4,5,5,455,14,6,Champions
CUST04185,54,8,903.87,2,3,1,231,6,0,New Customers
CUST04186,12,3,533.8399999999999,4,1,1,411,6,0,New Customers
CUST04187,18,4,546.92,4,2,1,421,7,0,New Customers
CUST04188,466,7,4857.01,1,2,3,123,6,7,Hibernating
CUST04189,178,13,8749.310000000001,1,3,4,134,8,2,Hibernating
CUST04190,127,3,637.72,1,1,1,111,3,5,Hibernating
CUST04191,13,9,4618.67,4,3,3,433,10,0,New Customers
CUST04192,551,5,595.46,1,2,1,121,4,7,Hibernating
CUST04193,148,13,13163.15,1,3,4,134,8,2,Hibernating
CUST04194,9,17,5835.75,5,4,3,543,12,4,Potential Loyalists
CUST04195,1,33,33581.92,5,5,5,555,15,3,Champions
CUST04196,20,3,853.4300000000001,4,1,1,411,6,0,New Customers
CUST04197,14,38,23544.77,4,5,5,455,14,6,Champions
CUST04198,73,5,524.1700000000001,2,2,1,221,5,5,Hibernating
CUST04199,3,9,1897.22,5,3,2,532,10,0,New Customers
CUST04200,15,5,2401.8199999999997,4,2,2,422,8,0,New Customers
CUST04201,59,9,11312.25,2,3,4,234,9,4,Potential Loyalists
CUST04202,26,14,3320.27,3,4,3,343,10,4,Potential Loyalists
CUST04203,20,3,7134.9400000000005,4,1,4,414,9,0,New Customers
CUST04204,2,30,19798.51,5,5,5,555,15,6,Champions
CUST04205,313,3,434.24,1,1,1,111,3,7,Hibernating
CUST04206,72,4,1810.01,2,2,2,222,6,5,Hibernating
CUST04207,47,8,4460.21,2,3,3,233,8,0,New Customers
CUST04208,34,3,344.13,2,1,1,211,4,0,New Customers
CUST04209,5,29,28631.859999999997,5,5,5,555,15,6,Champions
CUST04210,3,17,34349.35,5,4,5,545,14,3,Champions
CUST04211,18,3,1963.81,4,1,2,412,7,0,New Customers
CUST04212,4,15,6696.78,5,4,3,543,12,4,Potential Loyalists
CUST04213,6,3,2270.5,5,1,2,512,8,0,New Customers
CUST04214,27,8,1951.15,3,3,2,332,8,0,New Customers
CUST04215,3,4,3855.38,5,2,3,523,10,0,New Customers
CUST04216,18,31,28372.57,4,5,5,455,14,6,Champions
CUST04217,56,9,1446.48,2,3,2,232,7,0,New Customers
CUST04218,24,1,18.97,3,1,1,311,5,0,New Customers
CUST04219,15,9,3132.4100000000003,4,3,3,433,10,0,New Customers
CUST04220,25,10,3655.19,3,3,3,333,9,0,New Customers
CUST04221,12,32,26284.27,4,5,5,455,14,6,Champions
CUST04222,19,5,819.05,4,2,1,421,7,0,New Customers
CUST04223,9,19,7866.19,5,4,4,544,13,4,Potential Loyalists
CUST04224,105,5,564.48,1,2,1,121,4,5,Hibernating
CUST04225,13,10,4468.3099999999995,4,3,3,433,10,0,New Customers
CUST04226,17,35,35563.11,4,5,5,455,14,3,Champions
CUST04227,28,37,35298.15,3,5,5,355,13,3,Champions
CUST04228,22,1,880.35,3,1,1,311,5,0,New Customers
CUST04229,5,32,48654.409999999996,5,5,5,555,15,3,Champions
CUST04230,11,27,21949.57,5,5,5,555,15,6,Champions
CUST04231,9,20,18147.420000000002,5,4,5,545,14,1,Loyal Customers
CUST04232,16,23,28590.3,4,5,5,455,14,6,Champions
CUST04233,45,9,7548.3,2,3,4,234,9,4,Potential Loyalists
CUST04234,44,15,11660.71,2,4,4,244,10,4,Potential Loyalists
CUST04235,16,20,10504.32,4,4,4,444,12,4,Potential Loyalists
CUST04236,376,4,804.53,1,2,1,121,4,7,Hibernating
CUST04237,29,32,27840.81,3,5,5,355,13,6,Champions
CUST04238,92,8,2884.65,1,3,3,133,7,5,Hibernating
CUST04239,28,39,38925.229999999996,3,5,5,355,13,3,Champions
CUST04240,32,10,2154.96,3,3,2,332,8,0,New Customers
CUST04241,597,6,1257.8600000000001,1,2,2,122,5,7,Hibernating
CUST04242,119,3,765.77,1,1,1,111,3,5,Hibernating
CUST04243,31,4,1155.47,3,2,2,322,7,0,New Customers
CUST04244,58,5,4851.889999999999,2,2,3,223,7,0,New Customers
CUST04245,77,3,424.06,2,1,1,211,4,5,Hibernating
CUST04246,12,17,7685.889999999999,4,4,4,444,12,4,Potential Loyalists
CUST04247,19,7,2288.7599999999998,4,2,2,422,8,0,New Customers
CUST04248,15,10,6803.4800000000005,4,3,3,433,10,4,Potential Loyalists
CUST04249,24,11,10986.140000000001,3,3,4,334,10,4,Potential Loyalists
CUST04250,70,4,744.61,2,2,1,221,5,5,Hibernating
CUST04251,19,16,22569.78,4,4,5,445,13,1,Loyal Customers
CUST04252,129,3,874.77,1,1,1,111,3,5,Hibernating
CUST04253,7,6,1261.34,5,2,2,522,9,0,New Customers
CUST04254,28,2,481.59,3,1,1,311,5,0,New Customers
CUST04255,43,9,2956.63,2,3,3,233,8,0,New Customers
CUST04256,5,10,7878.04,5,3,4,534,12,4,Potential Loyalists
CUST04257,3,15,10649.56,5,4,4,544,13,4,Potential Loyalists
CUST04258,11,7,1871.5900000000001,5,2,2,522,9,0,New Customers
CUST04259,127,13,14071.89,1,3,4,134,8,2,Hibernating
CUST04260,38,14,10131.25,2,4,4,244,10,4,Potential Loyalists
CUST04261,5,16,9366.75,5,4,4,544,13,4,Potential Loyalists
CUST04262,12,37,36917.84,4,5,5,455,14,3,Champions
CUST04263,130,8,2805.12,1,3,3,133,7,5,Hibernating
CUST04264,187,3,386.29,1,1,1,111,3,2,Hibernating
CUST04265,8,24,21002.22,5,5,5,555,15,1,Loyal Customers
CUST04266,20,2,245.60000000000002,4,1,1,411,6,0,New Customers
CUST04267,22,3,814.36,3,1,1,311,5,0,New Customers
CUST04268,16,39,27013.56,4,5,5,455,14,6,Champions
CUST04269,32,4,436.84000000000003,3,2,1,321,6,0,New Customers
CUST04270,34,17,6617.04,2,4,3,243,9,4,Potential Loyalists
CUST04271,41,3,3191.6099999999997,2,1,3,213,6,0,New Customers
CUST04272,42,7,2570.58,2,2,2,222,6,0,New Customers
CUST04273,69,5,2409.53,2,2,2,222,6,5,Hibernating
CUST04274,167,6,4681.62,1,2,3,123,6,2,Hibernating
CUST04275,26,15,16148.72,3,4,4,344,11,1,Loyal Customers
CUST04276,14,18,18020.99,4,4,5,445,13,1,Loyal Customers
CUST04277,26,3,624.36,3,1,1,311,5,0,New Customers
CUST04278,19,30,41129.83,4,5,5,455,14,3,Champions
CUST04279,5,37,36986.84,5,5,5,555,15,3,Champions
CUST04280,101,8,6797.7,1,3,3,133,7,5,Hibernating
CUST04281,6,11,8285.880000000001,5,3,4,534,12,4,Potential Loyalists
CUST04282,9,2,1199.8,5,1,2,512,8,0,New Customers
CUST04283,25,4,886.28,3,2,1,321,6,0,New Customers
CUST04284,137,8,3534.37,1,3,3,133,7,5,Hibernating
CUST04285,30,22,28902.07,3,5,5,355,13,1,Loyal Customers
CUST04286,25,30,15344.79,3,5,4,354,12,6,Champions
CUST04287,10,36,25359.100000000002,5,5,5,555,15,6,Champions
CUST04288,8,19,17479.57,5,4,5,545,14,1,Loyal Customers
CUST04289,19,14,11124.26,4,4,4,444,12,4,Potential Loyalists
CUST04290,43,13,7317.37,2,3,4,234,9,4,Potential Loyalists
CUST04291,21,3,325.31,4,1,1,411,6,0,New Customers
CUST04292,15,9,2968.07,4,3,3,433,10,0,New Customers
CUST04293,54,10,3800.1200000000003,2,3,3,233,8,0,New Customers
CUST04294,94,5,2190.49,1,2,2,122,5,5,Hibernating
CUST04295,44,10,4995.9400000000005,2,3,3,233,8,4,Potential Loyalists
CUST04296,3,1,232.35,5,1,1,511,7,0,New Customers
CUST04297,357,5,972.76,1,2,2,122,5,7,Hibernating
CUST04298,32,14,2898.11,3,4,3,343,10,4,Potential Loyalists
CUST04299,24,18,7949.96,3,4,4,344,11,4,Potential Loyalists
CUST04300,7,38,30017.989999999998,5,5,5,555,15,6,Champions
CUST04301,55,5,930.85,2,2,2,222,6,0,New Customers
CUST04302,18,1,679.5,4,1,1,411,6,0,New Customers
CUST04303,108,14,9695.52,1,4,4,144,9,4,Potential Loyalists
CUST04304,71,5,4509.71,2,2,3,223,7,5,Hibernating
CUST04305,24,18,13379.88,3,4,4,344,11,1,Loyal Customers
CUST04306,8,25,16866.4,5,5,5,555,15,1,Loyal Customers
CUST04307,8,29,28799.52,5,5,5,555,15,6,Champions
CUST04308,27,36,31542.23,3,5,5,355,13,6,Champions
CUST04309,189,7,4159.099999999999,1,2,3,123,6,2,Hibernating
CUST04310,35,5,2662.67,2,2,2,222,6,0,New Customers
CUST04311,11,16,14950.72,5,4,4,544,13,1,Loyal Customers
CUST04312,5,20,6550.37,5,4,3,543,12,4,Potential Loyalists
CUST04313,20,4,1748.3799999999999,4,2,2,422,8,0,New Customers
CUST04314,14,34,28487.93,4,5,5,455,14,6,Champions
CUST04315,10,18,12437.539999999999,5,4,4,544,13,4,Potential Loyalists
CUST04316,25,17,15505.57,3,4,4,344,11,1,Loyal Customers
CUST04317,17,3,109.66,4,1,1,411,6,0,New Customers
CUST04318,157,8,1889.34,1,3,2,132,6,2,Hibernating
CUST04319,13,18,11457.9,4,4,4,444,12,4,Potential Loyalists
CUST04320,13,10,4373.45,4,3,3,433,10,0,New Customers
CUST04321,20,16,12538.16,4,4,4,444,12,4,Potential Loyalists
CUST04322,11,1,202.28,5,1,1,511,7,0,New Customers
CUST04323,9,31,25887.72,5,5,5,555,15,6,Champions
CUST04324,65,5,459.19,2,2,1,221,5,5,Hibernating
CUST04325,10,24,14477.08,5,5,4,554,14,1,Loyal Customers
CUST04326,24,1,191.85,3,1,1,311,5,0,New Customers
CUST04327,119,4,749.75,1,2,1,121,4,5,Hibernating
CUST04328,43,15,16002.26,2,4,4,244,10,1,Loyal Customers
CUST04329,47,5,3466.21,2,2,3,223,7,0,New Customers
CUST04330,358,5,4439.96,1,2,3,123,6,7,Hibernating
CUST04331,25,7,2466.54,3,2,2,322,7,0,New Customers
CUST04332,20,19,5751.76,4,4,3,443,11,4,Potential Loyalists
CUST04333,40,7,4903.17,2,2,3,223,7,0,New Customers
CUST04334,389,1,209.42,1,1,1,111,3,7,Hibernating
CUST04335,84,2,500.05,1,1,1,111,3,5,Hibernating
CUST04336,12,21,9649.6,4,4,4,444,12,4,Potential Loyalists
CUST04337,1,2,707.0400000000001,5,1,1,511,7,0,New Customers
CUST04338,4,1,992.28,5,1,2,512,8,0,New Customers
CUST04339,6,3,571.3,5,1,1,511,7,0,New Customers
CUST04340,8,7,2948.26,5,2,3,523,10,0,New Customers
CUST04341,46,5,5455.59,2,2,3,223,7,0,New Customers
CUST04342,4,1,1600.68,5,1,2,512,8,0,New Customers
CUST04343,35,10,2953.14,2,3,3,233,8,0,New Customers
CUST04344,23,9,4085.8100000000004,3,3,3,333,9,0,New Customers
CUST04345,52,8,1753.76,2,3,2,232,7,0,New Customers
CUST04346,133,5,469.16999999999996,1,2,1,121,4,5,Hibernating
CUST04347,32,14,8408.02,3,4,4,344,11,4,Potential Loyalists
CUST04348,19,10,16542.69,4,3,5,435,12,4,Potential Loyalists
CUST04349,24,16,6548.67,3,4,3,343,10,4,Potential Loyalists
CUST04350,14,8,6072.48,4,3,3,433,10,0,New Customers
CUST04351,11,31,21441.3,5,5,5,555,15,6,Champions
CUST04352,149,3,422.69,1,1,1,111,3,5,Hibernating
CUST04353,89,6,1499.97,1,2,2,122,5,5,Hibernating
CUST04354,16,20,20933.28,4,4,5,445,13,1,Loyal Customers
CUST04355,45,6,432.99,2,2,1,221,5,0,New Customers
CUST04356,4,39,32939.65,5,5,5,555,15,3,Champions
CUST04357,113,25,31565.37,1,5,5,155,11,6,Champions
CUST04358,128,16,16898.899999999998,1,4,5,145,10,1,Loyal Customers
CUST04359,60,7,740.85,2,2,1,221,5,0,New Customers
CUST04360,15,36,25765.12,4,5,5,455,14,6,Champions
CUST04361,19,16,7604.41,4,4,4,444,12,4,Potential Loyalists
CUST04362,15,16,6368.71,4,4,3,443,11,4,Potential Loyalists
CUST04363,10,24,13796.17,5,5,4,554,14,1,Loyal Customers
CUST04364,23,17,10302.14,3,4,4,344,11,4,Potential Loyalists
CUST04365,37,19,7352.78,2,4,4,244,10,4,Potential Loyalists
CUST04366,34,20,10636.06,2,4,4,244,10,4,Potential Loyalists
